org_unit,system_id,issn,doi,OA_status_pure,electronic_version,public_access,embargo_date,DOAJ_ISSN_match,VSNU_doi_match,pure_green,algorithm_version,doi_resolver,evidence,free_fulltext_url,is_boai_license,is_free_to_read,is_subscription_journal,license,oa_color,url,OA_label,OA_label_detail,Transfer publication to repository-13,information,title,authors,journal
UMC Utrecht,26895919,13871307,10.1007/s10877-018-0123-6,Open,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs10877-018-0123-6.pdf,TRUE,TRUE,TRUE,cc-by,bronze,https://doi.org/10.1007/s10877-018-0123-6,HYBRID,HYBRID VSNU,NA,TRUE,Non-invasive bladder volume measurement for the prevention of postoperative urinary retention,NA,NA
UMC Utrecht,27503674,03048608,10.1007/s00705-018-3878-7,Closed,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs00705-018-3878-7.pdf,TRUE,TRUE,TRUE,cc-by,bronze,https://doi.org/10.1007/s00705-018-3878-7,HYBRID,HYBRID VSNU,NA,TRUE,High frequency of Polio-like Enterovirus C strains with differential clustering of CVA-13 and EV-C99 subgenotypes in a cohort of Malawian children,NA,NA
UMC Utrecht,27727537,00316911,NA,None,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLOSED,CLOSED,NA,TRUE,Twijfels bij massale omzetting naar hoge dosis vitamine D,NA,NA
UMC Utrecht,25492758,09598146,10.1136/bmj.k4013,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,1,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1136/bmj.k4013,HYBRID,HYBRID PURE,NA,TRUE,Protect pregnant women by including them in clinical research,NA,NA
UMC Utrecht,24295787,03603016,10.1016/j.ijrobp.2017.12.134,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.ijrobp.2017.12.134,CLOSED,CLOSED,NA,TRUE,MRI-Based Radiation Therapy: Intrafraction Motion Quantification of Head and Neck Tumors Using Cine Magnetic Resonance Imaging,NA,NA
UMC Utrecht,27641259,17417015,10.1186/s12916-018-1134-3,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,1,crossref,oa journal (via doaj),https://doi.org/10.1186/s12916-018-1134-3,TRUE,TRUE,FALSE,cc-by,gold,https://doi.org/10.1186/s12916-018-1134-3,GOLD,GOLD,NA,TRUE,"Updated cost-effectiveness and risk-benefit analysis of two infant rotavirus vaccination strategies in a high-income, low-endemic setting",NA,NA
UMC Utrecht,17776638,00034967,10.1136/annrheumdis-2016-210456,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via page says license),https://ard.bmj.com/content/annrheumdis/77/1/21.full.pdf,FALSE,TRUE,TRUE,cc-by-nc,bronze,https://doi.org/10.1136/annrheumdis-2016-210456,HYBRID,HYBRID UPW BRONZE,NA,TRUE,Subcutaneous golimumab for children with active polyarticular-course juvenile idiopathic arthritis,NA,NA
UMC Utrecht,17575423,1198743X,10.1016/j.cmi.2017.10.032,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.cmi.2017.10.032,CLOSED,CLOSED,NA,TRUE,Amoxicillin for acute lower respiratory tract infection in primary care,NA,NA
UMC Utrecht,25097919,09601643,10.3399/bjgp18x695789,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.3399/bjgp18x695789,CLOSED,CLOSED,NA,TRUE,Development of a prediction tool for patients presenting with acute cough in primary care,NA,NA
UMC Utrecht,24421557,01686496,10.1093/femsec/fiy087,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1093/femsec/fiy087,CLOSED,CLOSED,NA,TRUE,Limited influence of hospital wastewater on the microbiome and resistome of wastewater in a community sewerage system,NA,NA
UMC Utrecht,17514191,09414355,10.1007/s00520-017-3966-3,Open,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs00520-017-3966-3.pdf,FALSE,TRUE,TRUE,cc-by-nc,bronze,https://doi.org/10.1007/s00520-017-3966-3,HYBRID,HYBRID VSNU,NA,TRUE,"Demographic, clinical, lifestyle-related, and social-cognitive correlates of physical activity in head and neck cancer survivors",NA,NA
UMC Utrecht,25497060,00278874,10.1093/jnci/djy161,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1093/jnci/djy161,CLOSED,CLOSED,NA,TRUE,Targeting Exercise Interventions to Patients With Cancer in Need,NA,NA
UMC Utrecht,24355877,00070912,10.1016/j.bja.2018.03.020,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.bja.2018.03.020,CLOSED,CLOSED,NA,TRUE,Systematic review and consensus definitions for standardised endpoints in perioperative medicine,NA,NA
UMC Utrecht,27685642,14712393,10.1186/s12884-018-2160-z,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,1,crossref,oa journal (via doaj),https://doi.org/10.1186/s12884-018-2160-z,TRUE,TRUE,FALSE,cc-by,gold,https://doi.org/10.1186/s12884-018-2160-z,GOLD,GOLD,NA,TRUE,Does endometrial scratching increase the rate of spontaneous conception in couples with unexplained infertility and a good prognosis (Hunault > 30%)?,NA,NA
UMC Utrecht,28244999,15685888,10.1007/s12471-018-1135-z,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs12471-018-1135-z.pdf,TRUE,TRUE,TRUE,cc-by,bronze,https://doi.org/10.1007/s12471-018-1135-z,HYBRID,HYBRID UPW BRONZE,NA,TRUE,Swinging beats,NA,NA
UMC Utrecht,25964918,00029394,10.1016/j.ajo.2018.01.003,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.ajo.2018.01.003,CLOSED,CLOSED,NA,TRUE,Antiplatelet and Anticoagulant Drugs Do Not Affect Visual Outcome in Neovascular Age-Related Macular Degeneration in the BRAMD Trial,NA,NA
UMC Utrecht,23571588,01678140,10.1016/j.radonc.2018.01.008,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.radonc.2018.01.008,CLOSED,CLOSED,NA,TRUE,Development and validation of an MRI-based model to predict response to chemoradiotherapy for rectal cancer,NA,NA
UMC Utrecht,24544893,2471254X,10.1002/hep4.1168,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),https://aasldpubs.onlinelibrary.wiley.com/doi/pdf/10.1002/hep4.1168,FALSE,TRUE,TRUE,cc-by-nc-nd,bronze,https://doi.org/10.1002/hep4.1168,GOLD,GOLD,NA,TRUE,Outcomes of surgical management of familial intrahepatic cholestasis 1 and bile salt export protein deficiencies,NA,NA
UMC Utrecht,25035957,03090167,10.1111/his.13507,Open,"Final published version, Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1111/his.13507,HYBRID,HYBRID VSNU,NA,TRUE,Assessment of HER2 status in breast cancer biopsies is not affected by accelerated tissue processing,NA,NA
UMC Utrecht,25819841,02772116,10.1097/mpg.0000000000001916,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1097/mpg.0000000000001916,CLOSED,CLOSED,NA,TRUE,Chapter 6. ESPGHAN's Contributions to Paediatric Hepatology,NA,NA
UMC Utrecht,25329929,23806583,10.1001/jamacardio.2018.1470,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via free pdf),https://jamanetwork.com/journals/jamacardiology/articlepdf/2685216/jamacardiology_Burgess_2018_oi_180024.pdf,TRUE,TRUE,TRUE,cc-by,bronze,https://doi.org/10.1001/jamacardio.2018.1470,HYBRID,HYBRID UPW BRONZE,NA,TRUE,Association of LPA variants with risk of coronary disease and the implications for lipoprotein(a)-lowering therapies,NA,NA
UMC Utrecht,27768415,01615505,10.2967/jnumed.118.210807,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.2967/jnumed.118.210807,CLOSED,CLOSED,NA,TRUE,Interobserver agreement of interim and end-of-treatment18F-FDG PET/CT in diffuse large B-cell lymphoma,NA,NA
UMC Utrecht,24367162,22962360,10.3389/fped.2018.00122,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),https://www.frontiersin.org/articles/10.3389/fped.2018.00122/pdf,TRUE,TRUE,FALSE,cc-by,bronze,https://doi.org/10.3389/fped.2018.00122,GOLD,GOLD,NA,TRUE,2017 Dutch Report Card,NA,NA
UMC Utrecht,24718108,2050084X,10.7554/elife.31515,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,oa journal (via doaj),https://doi.org/10.7554/elife.31515,TRUE,TRUE,FALSE,cc-by,gold,https://doi.org/10.7554/elife.31515,GOLD,GOLD,NA,TRUE,Spatially resolved RNA-sequencing of the embryonic heart identifies a role for Wnt/β-catenin signaling in autonomic control of heart rate,NA,NA
UMC Utrecht,25772124,23523026,10.1016/s2352-3026(18)30087-5,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/s2352-3026(18)30087-5,CLOSED,CLOSED,NA,TRUE,Treatment and outcome patterns in European patients with Waldenström's macroglobulinaemia,NA,NA
UMC Utrecht,24362355,23120541,10.1183/23120541.00046-2018,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via free pdf),http://openres.ersjournals.com/content/4/2/00046-2018.full.pdf,FALSE,TRUE,FALSE,cc-by-nc,bronze,https://doi.org/10.1183/23120541.00046-2018,GOLD,GOLD,NA,TRUE,A trial like ALICE,NA,NA
UMC Utrecht,25098010,09601643,10.3399/bjgp18x695285,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.3399/bjgp18x695285,CLOSED,CLOSED,NA,TRUE,Point-of-care urine culture for managing urinary tract infection in primary care,NA,NA
UMC Utrecht,23746136,15459683,10.1177/1545968317753076,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1177/1545968317753076,CLOSED,CLOSED,NA,TRUE,Evidence for Training-Dependent Structural Neuroplasticity in Brain-Injured Patients,NA,NA
UMC Utrecht,25165013,00207136,10.1002/ijc.31570,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,oa repository (via OAI-PMH title and first author match),https://www.repository.cam.ac.uk/handle/1810/280727,FALSE,TRUE,TRUE,NA,green,https://doi.org/10.1002/ijc.31570,GREEN,GREEN UPW,NA,TRUE,Nonsteroidal anti-inflammatory drug use and breast cancer risk in a European prospective cohort study,NA,NA
UMC Utrecht,25629393,00071250,10.1192/bjp.2018.89,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via page says license),https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9647A6B8F25DE630C78DCF4F00A84AE1/S0007125018000892a.pdf/div-class-title-use-of-schizophrenia-and-bipolar-disorder-polygenic-risk-scores-to-identify-psychotic-disorders-div.pdf,TRUE,TRUE,TRUE,cc-by,bronze,https://doi.org/10.1192/bjp.2018.89,HYBRID,HYBRID UPW BRONZE,NA,TRUE,Use of schizophrenia and bipolar disorder polygenic risk scores to identify psychotic disorders,NA,NA
UMC Utrecht,25433306,20726694,10.3390/cancers10090284,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),http://www.mdpi.com/2072-6694/10/9/284/pdf,TRUE,TRUE,FALSE,cc-by,bronze,https://doi.org/10.3390/cancers10090284,GOLD,GOLD,NA,TRUE,Associations of epstein-barr virus-positive gastric adenocarcinoma with circulating mediators of inflammation and immune response,NA,NA
UMC Utrecht,25094525,00029297,10.1016/j.ajhg.2018.04.008,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.ajhg.2018.04.008,HYBRID,HYBRID PURE,NA,TRUE,Recessive Spondylocarpotarsal Synostosis Syndrome Due to Compound Heterozygosity for Variants in MYH3,NA,NA
UMC Utrecht,17530166,00207136,10.1002/ijc.31047,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via free pdf),https://onlinelibrary.wiley.com/doi/pdf/10.1002/ijc.31047,FALSE,TRUE,TRUE,NA,bronze,https://doi.org/10.1002/ijc.31047,HYBRID,HYBRID UPW BRONZE,NA,TRUE,Do pancreatic cancer and chronic pancreatitis share the same genetic risk factors? A PANcreatic Disease ReseArch (PANDoRA) consortium investigation,NA,NA
UMC Utrecht,24435681,14655411,10.1186/s13058-018-0955-5,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),https://breast-cancer-research.biomedcentral.com/track/pdf/10.1186/s13058-018-0955-5,TRUE,TRUE,TRUE,cc-by,bronze,https://doi.org/10.1186/s13058-018-0955-5,GOLD,GOLD,NA,TRUE,"Mitochondrial DNA copy number variation, leukocyte telomere length, and breast cancer risk in the European Prospective Investigation into Cancer and Nutrition (EPIC) study",NA,NA
UMC Utrecht,24244443,03070565,10.1038/s41366-018-0064-7,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,oa repository (via OAI-PMH title and first author match),https://eprints.soton.ac.uk/421868/1/34501_2_merged_1517388057_1.pdf,FALSE,TRUE,TRUE,NA,green,https://doi.org/10.1038/s41366-018-0064-7,GREEN,GREEN UPW,NA,TRUE,Epigenome-wide association study of adiposity and future risk of obesity-related diseases,NA,NA
UMC Utrecht,23684228,13501925,10.1111/nmo.13317,Open,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,open (via page says license),https://onlinelibrary.wiley.com/doi/pdf/10.1111/nmo.13317,FALSE,TRUE,TRUE,cc-by-nc-nd,bronze,https://doi.org/10.1111/nmo.13317,HYBRID,HYBRID VSNU,NA,TRUE,Indirect vs direct assessment of gastric emptying,NA,NA
UMC Utrecht,24607504,01956663,10.1016/j.appet.2018.04.023,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.appet.2018.04.023,CLOSED,CLOSED,NA,TRUE,Just add water,NA,NA
UMC Utrecht,25903435,00223166,10.1093/jn/nxy230,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1093/jn/nxy230,CLOSED,CLOSED,NA,TRUE,Men and women differ in gastric fluid retention and neural activation after consumption of carbonated beverages,NA,NA
UMC Utrecht,24717540,00280836,10.1038/nature26000,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,oa repository (via OAI-PMH title and first author match),http://discovery.ucl.ac.uk/10043462/1/Brandner_DNA%20methylation-based%20classification%20of%20central%20nervous%20system%20tumours.pdf,FALSE,TRUE,TRUE,NA,green,https://doi.org/10.1038/nature26000,GREEN,GREEN UPW,NA,TRUE,DNA methylation-based classification of central nervous system tumours,NA,NA
UMC Utrecht,25768409,00223476,10.1016/j.jpeds.2018.01.012,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.jpeds.2018.01.012,CLOSED,CLOSED,NA,TRUE,Metabolomic Profile of Amniotic Fluid and Wheezing in the First Year of Life—A Healthy Birth Cohort Study,NA,NA
UMC Utrecht,24350411,1025496X,10.2807/1560-7917.es.2018.23.16.17-00454,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via page says license),https://www.eurosurveillance.org/deliver/fulltext/eurosurveillance/23/16/eurosurv-23-16-3.pdf?itemId=/content/10.2807/1560-7917.ES.2018.23.16.17-00454&mimeType=pdf&containerItemId=content/eurosurveillance,TRUE,TRUE,FALSE,cc-by,bronze,https://doi.org/10.2807/1560-7917.es.2018.23.16.17-00454,HYBRID,HYBRID UPW BRONZE,NA,TRUE,Impact of infectious diseases on population health using incidence-based disability-adjusted life years (DALYs),NA,NA
UMC Utrecht,18052974,20452322,10.1038/s41598-018-19502-y,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),https://www.nature.com/articles/s41598-018-19502-y.pdf,TRUE,TRUE,FALSE,cc-by,bronze,https://doi.org/10.1038/s41598-018-19502-y,GOLD,GOLD,NA,TRUE,Mechanical behavior of a soft hydrogel reinforced with three-dimensional printed microfibre scaffolds,NA,NA
UMC Utrecht,25376160,1616301X,10.1002/adfm.201803151,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1002/adfm.201803151,CLOSED,CLOSED,NA,TRUE,Melt Electrowriting Allows Tailored Microstructural and Mechanical Design of Scaffolds to Advance Functional Human Myocardial Tissue Formation,NA,NA
UMC Utrecht,27918862,1664042X,10.3389/fphys.2018.01750,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,1,crossref,oa journal (via doaj),https://doi.org/10.3389/fphys.2018.01750,TRUE,TRUE,FALSE,cc-by,gold,https://doi.org/10.3389/fphys.2018.01750,GOLD,GOLD,NA,TRUE,Blockade of the Adenosine 2A Receptor Mitigates the Cardiomyopathy Induced by Loss of Plakophilin-2 Expression,NA,NA
UMC Utrecht,28238803,22111247,10.1016/j.celrep.2018.09.053,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,1,crossref,oa journal (via doaj),https://doi.org/10.1016/j.celrep.2018.09.053,FALSE,TRUE,FALSE,cc-by-nc-nd,gold,https://doi.org/10.1016/j.celrep.2018.09.053,GOLD,GOLD,NA,TRUE,PRMT6 Regulates RAS/RAF Binding and MEK/ERK-Mediated Cancer Stemness Activities in Hepatocellular Carcinoma through CRAF Methylation,NA,NA
UMC Utrecht,17990177,10538119,10.1016/j.neuroimage.2018.01.012,Open,"Final published version, Final published version",NA,NA,FALSE,TRUE,FALSE,2,crossref,open (via crossref license),https://doi.org/10.1016/j.neuroimage.2018.01.012,FALSE,TRUE,TRUE,cc-by-nc-nd,bronze,https://doi.org/10.1016/j.neuroimage.2018.01.012,HYBRID,HYBRID VSNU,NA,TRUE,Effects of hunger state on the brain responses to food cues across the life span,NA,NA
UMC Utrecht,25499168,16640640,10.3389/fpsyt.2018.00211,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),https://www.frontiersin.org/articles/10.3389/fpsyt.2018.00211/pdf,TRUE,TRUE,FALSE,cc-by,bronze,https://doi.org/10.3389/fpsyt.2018.00211,GOLD,GOLD,NA,TRUE,Differential resting-state connectivity patterns of the right anterior and posterior dorsolateral prefrontal cortices (DLPFC) in Schizophrenia,NA,NA
UMC Utrecht,24170444,00928674,10.1016/j.cell.2018.03.027,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via crossref license),https://doi.org/10.1016/j.cell.2018.03.027,FALSE,TRUE,TRUE,cc-by-nc-nd,bronze,https://doi.org/10.1016/j.cell.2018.03.027,HYBRID,HYBRID UPW BRONZE,NA,TRUE,A Pan-Cancer Analysis of Enhancer Expression in Nearly 9000 Patient Samples,NA,NA
UMC Utrecht,24481439,0093934X,10.1016/j.bandl.2018.04.006,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.bandl.2018.04.006,CLOSED,CLOSED,NA,TRUE,Are lexical tones musical? Native language's influence on neural response to pitch in different domains,NA,NA
UMC Utrecht,28244144,17585082,10.1088/1758-5090/aac8fd,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1088/1758-5090/aac8fd,CLOSED,CLOSED,NA,TRUE,Bioengineered bile ducts recapitulate key cholangiocyte functions,NA,NA
UMC Utrecht,23794970,07423071,10.1111/dme.13615,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1111/dme.13615,CLOSED,CLOSED,NA,TRUE,The effectiveness of an emotion-focused educational programme in reducing diabetes distress in adults with Type 2 diabetes mellitus (VEMOFIT),NA,NA
UMC Utrecht,24611279,01688227,10.1016/j.diabres.2018.05.021,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.diabres.2018.05.021,CLOSED,CLOSED,NA,TRUE,"The associations between diabetes distress and self-efficacy, medication adherence, self-care activities and disease control depend on the way diabetes distress is measured",NA,NA
UMC Utrecht,24177163,22111247,10.1016/j.celrep.2018.03.064,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,oa journal (via doaj),https://doi.org/10.1016/j.celrep.2018.03.064,FALSE,TRUE,FALSE,cc-by-nc-nd,gold,https://doi.org/10.1016/j.celrep.2018.03.064,GOLD,GOLD,NA,TRUE,Pan-Cancer Analysis of lncRNA Regulation Supports Their Targeting of Cancer Genes in Each Tumor Context,NA,NA
UMC Utrecht,28338290,20813856,10.1515/tnsci-2018-0028,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,open (via page says license),http://www.degruyter.com/downloadpdf/j/tnsci.2018.9.issue-1/tnsci-2018-0028/tnsci-2018-0028.xml,FALSE,TRUE,FALSE,cc-by-nc-nd,bronze,https://doi.org/10.1515/tnsci-2018-0028,HYBRID,HYBRID UPW BRONZE,NA,TRUE,Age-related disturbances in DNA (hydroxy)methylation in APP/PS1 mice,NA,NA
UMC Utrecht,25095654,00150282,10.1016/j.fertnstert.2017.11.035,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.fertnstert.2017.11.035,CLOSED,CLOSED,NA,TRUE,Estrogen deprivation and cardiovascular disease risk in primary ovarian insufficiency,NA,NA
UMC Utrecht,24596792,00406376,10.1136/thoraxjnl-2017-211372,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1136/thoraxjnl-2017-211372,CLOSED,CLOSED,NA,TRUE,Brock malignancy risk calculator for pulmonary nodules,NA,NA
UMC Utrecht,24045149,01956108,10.3174/ajnr.a5611,Closed,Final published version,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLOSED,CLOSED,NA,FALSE,Characteristic MR Imaging Findings of the Neonatal Brain in RASopathies,NA,NA
UMC Utrecht,24243406,0174304X,10.1055/s-0038-1641568,Closed,Final published version,NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1055/s-0038-1641568,CLOSED,CLOSED,NA,TRUE,Bedside Ultrasound-Guided Percutaneous Needle Aspiration of Intra- and Extra-Axial Intracranial Hemorrhage in Neonates,NA,NA
UMC Utrecht,17572629,00225223,10.1016/j.jtcvs.2017.10.083,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.jtcvs.2017.10.083,CLOSED,CLOSED,NA,TRUE,Clinical and neuroimaging characteristics of cerebral sinovenous thrombosis in neonates undergoing cardiac surgery,NA,NA
UMC Utrecht,23932033,00121622,10.1111/dmcn.13747,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1111/dmcn.13747,CLOSED,CLOSED,NA,TRUE,Perioperative neonatal brain injury is associated with worse school-age neurodevelopment in children with critical congenital heart disease,NA,NA
UMC Utrecht,25150644,00223476,10.1016/j.jpeds.2018.06.048,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.jpeds.2018.06.048,CLOSED,CLOSED,NA,TRUE,Amplitude-Integrated Electroencephalography for Early Recognition of Brain Injury in Neonates with Critical Congenital Heart Disease,NA,NA
UMC Utrecht,23927624,03406245,10.1055/s-0038-1627460,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,1,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1055/s-0038-1627460,CLOSED,CLOSED,NA,TRUE,Truncation of ADAMTS13 by Plasmin Enhances Its Activity in Plasma,NA,NA
UMC Utrecht,24669657,08891591,10.1016/j.bbi.2018.03.028,Open,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1016/j.bbi.2018.03.028,HYBRID,HYBRID PURE,NA,TRUE,Postpartum increases in cerebral edema and inflammation in response to placental ischemia during pregnancy,NA,NA
UMC Utrecht,24974504,20452322,10.1038/s41598-018-22532-1,Open,"Final published version, Final published version",NA,NA,TRUE,FALSE,FALSE,2,crossref,open (via page says license),https://www.nature.com/articles/s41598-018-22532-1.pdf,TRUE,TRUE,FALSE,cc-by,bronze,https://doi.org/10.1038/s41598-018-22532-1,GOLD,GOLD,NA,TRUE,Confirmation of a metastasis-specific microRNA signature in primary colon cancer,NA,NA
UMC Utrecht,24050249,10531807,10.1002/jmri.26028,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1002/jmri.26028,CLOSED,CLOSED,NA,TRUE,Variable impact of CSF flow suppression on quantitative 3.0T intracranial vessel wall measurements,NA,NA
UMC Utrecht,17396455,08913668,10.1097/inf.0000000000001724,Closed,"Final published version, Final published version",NA,NA,FALSE,FALSE,FALSE,2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,https://doi.org/10.1097/inf.0000000000001724,CLOSED,CLOSED,NA,TRUE,Cytomegalovirus Infection in Pediatric Severe Ulcerative Colitis,NA,NA
