algorithm_version,doi,doi_resolver,evidence,free_fulltext_url,is_boai_license,is_free_to_read,is_subscription_journal,license,oa_color,title,url
2,10.1016/j.jconrel.2018.03.002,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Insights into maleimide – thiol conjugation chemistry: conditions for efficient surface functionalization of nanoparticles for receptor targeting,https://doi.org/10.1016/j.jconrel.2018.03.002
2,10.1007/s00198-017-4308-5,crossref,oa repository (via OAI-PMH title and first author match),http://discovery.ucl.ac.uk/10043602/1/Petersen%20OSIN-D-17-00545_R2.pdf,FALSE,TRUE,TRUE,NA,green,"Risk of venous thromboembolism among users of different anti-osteoporosis drugs: a population-based cohort analysis including over 200,000 participants from Spain and the UK",https://doi.org/10.1007/s00198-017-4308-5
2,10.1021/jacs.7b12874,crossref,open (via page says license),https://doi.org/10.1021/jacs.7b12874,TRUE,TRUE,TRUE,cc-by,bronze,Chemo and regioselective lysine modification on native proteins,https://doi.org/10.1021/jacs.7b12874
2,10.3390/molecules23040927,crossref,open (via page says license),http://www.mdpi.com/1420-3049/23/4/927/pdf,TRUE,TRUE,FALSE,cc-by,bronze,Probing the Inhibitor versus Chaperone Properties of sp2-Iminosugars towards Human β-Glucocerebrosidase: A Picomolar Chaperone for Gaucher Disease,https://doi.org/10.3390/molecules23040927
2,10.1007/s00228-018-2478-5,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs00228-018-2478-5.pdf,TRUE,TRUE,TRUE,cc-by,bronze,Are multidose drug dispensing systems initiated for the appropriate patients?,https://doi.org/10.1007/s00228-018-2478-5
1,10.1016/j.euroneuro.2018.08.005,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,"Nicotine improves probabilistic reward learning in wildtype but not alpha7 nAChR null mutants, yet alpha7 nAChR agonists do not improve probabilistic learning",https://doi.org/10.1016/j.euroneuro.2018.08.005
2,10.1016/j.bmcl.2018.03.008,crossref,open (via crossref license),https://doi.org/10.1016/j.bmcl.2018.03.008,FALSE,TRUE,TRUE,cc-by-nc-nd,bronze,A multi-gram-scale stereoselective synthesis of Z -endoxifen,https://doi.org/10.1016/j.bmcl.2018.03.008
2,10.1097/jcp.0000000000000936,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,"Monitoring of Metabolic, Cardiac, and Endocrine Indicators in Youth Treated With Antipsychotics as Reported by Health Care Professionals",https://doi.org/10.1097/jcp.0000000000000936
1,10.1111/dom.13453,crossref,open (via crossref license),https://doi.org/10.1111/dom.13453,FALSE,TRUE,TRUE,cc-by-nc,bronze,Precision medicine in diabetes and diabetic kidney disease: Regulatory considerations,https://doi.org/10.1111/dom.13453
2,10.18632/oncotarget.24405,crossref,open (via page says license),http://www.oncotarget.com/index.php?journal=oncotarget&page=article&op=download&path%5B%5D=24405&path%5B%5D=76649,TRUE,TRUE,TRUE,cc-by,bronze,"Effects of the polyunsaturated fatty acids, EPA and DHA, on hematological malignancies: a systematic review",https://doi.org/10.18632/oncotarget.24405
2,10.1016/j.jconrel.2018.06.009,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,NanoDDS 2017: The 15th International Nanomedicine & Drug Delivery Symposium,https://doi.org/10.1016/j.jconrel.2018.06.009
2,10.1038/s41598-018-20518-7,crossref,open (via page says license),https://www.nature.com/articles/s41598-018-20518-7.pdf,TRUE,TRUE,FALSE,cc-by,bronze,Csde1 binds transcripts involved in protein homeostasis and controls their expression in an erythroid cell line,https://doi.org/10.1038/s41598-018-20518-7
2,10.1371/journal.pone.0201690,crossref,open (via page says license),http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0201690&type=printable,TRUE,TRUE,FALSE,cc-by,bronze,Strap associates with Csde1 and affects expression of select Csde1-bound transcripts,https://doi.org/10.1371/journal.pone.0201690
1,10.1155/2018/2785971,crossref,oa journal (via doaj),https://doi.org/10.1155/2018/2785971,TRUE,TRUE,FALSE,cc-by,gold,Role of Mast Cells and Type 2 Innate Lymphoid (ILC2) Cells in Lung Transplantation,https://doi.org/10.1155/2018/2785971
1,10.1186/s12879-018-3451-8,crossref,oa journal (via doaj),https://doi.org/10.1186/s12879-018-3451-8,TRUE,TRUE,FALSE,cc-by,gold,An adult autosomal recessive chronic granulomatous disease patient with pulmonary Aspergillus terreus infection,https://doi.org/10.1186/s12879-018-3451-8
2,10.1155/2018/2862187,crossref,open (via page says license),http://downloads.hindawi.com/journals/bmri/2018/2862187.pdf,TRUE,TRUE,FALSE,cc-by,bronze,Exosomes in Severe Asthma: Update in Their Roles and Potential in Therapy,https://doi.org/10.1155/2018/2862187
2,10.1021/acs.biomac.8b00908,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,NATIVE CHEMICAL LIGATION FOR CROSSLINKING OF FLOWER-LIKE MICELLES,https://doi.org/10.1021/acs.biomac.8b00908
2,10.1186/s40345-018-0120-1,crossref,open (via page says license),https://journalbipolardisorders.springeropen.com/track/pdf/10.1186/s40345-018-0120-1,TRUE,TRUE,FALSE,cc-by,bronze,Monitoring of patients treated with lithium for bipolar disorder: an international survey,https://doi.org/10.1186/s40345-018-0120-1
2,10.1111/bdi.12681,crossref,open (via page says license),https://onlinelibrary.wiley.com/doi/pdf/10.1111/bdi.12681,FALSE,TRUE,TRUE,cc-by-nc-nd,bronze,Evaluation of clarity of presentation and applicability of monitoring instructions for patients using lithium in clinical practice guidelines for treatment of bipolar disorder,https://doi.org/10.1111/bdi.12681
2,10.1016/j.bmcl.2018.06.026,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Synthesis and characterization of amino acid substituted sunitinib analogues for the treatment of AML,https://doi.org/10.1016/j.bmcl.2018.06.026
2,10.1016/j.joca.2017.11.012,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Disease burden of knee osteoarthritis patients with a joint replacement compared to matched controls: a population-based analysis of a Dutch medical claims database,https://doi.org/10.1016/j.joca.2017.11.012
2,10.1111/imj.13975,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,When should the driver with a history of substance misuse be allowed to return to the wheel? A review of the substance misuse section of the Australian national guidelines,https://doi.org/10.1111/imj.13975
1,10.1016/j.euroneuro.2018.04.005,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Psychotropic drugs use and psychotropic polypharmacy among persons with Alzheimer's disease,https://doi.org/10.1016/j.euroneuro.2018.04.005
2,10.1097/jcp.0000000000000928,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Antipsychotic Use and the Risk of Initiating Medication for Benign Prostate Hyperplasia in Persons With Alzheimer Disease,https://doi.org/10.1097/jcp.0000000000000928
2,10.1016/j.bone.2018.02.007,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Use of high-dose intermittent systemic glucocorticoids and the risk of fracture in patients with chronic obstructive pulmonary disease,https://doi.org/10.1016/j.bone.2018.02.007
1,10.1002/pds.4655,crossref,open (via crossref license),https://doi.org/10.1002/pds.4655,FALSE,TRUE,TRUE,cc-by-nc,bronze,"Blood eosinophilia, use of inhaled corticosteroids, and risk of COPD exacerbations and mortality",https://doi.org/10.1002/pds.4655
1,10.1016/j.rmed.2018.09.010,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Trends in moderate and severe exacerbations among COPD patients in the UK from 2005 to 2013,https://doi.org/10.1016/j.rmed.2018.09.010
2,10.1016/j.ijpharm.2017.12.035,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Critical evaluation of quantification methods for oligonucleotides formulated in lipid nanoparticles,https://doi.org/10.1016/j.ijpharm.2017.12.035
2,10.1371/journal.pone.0193293,crossref,open (via page says license),http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0193293&type=printable,TRUE,TRUE,FALSE,cc-by,bronze,Disparities in model-based cost-effectiveness analyses of tuberculosis diagnosis: A systematic review,https://doi.org/10.1371/journal.pone.0193293
2,10.1128/jvi.02016-17,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Enhanced human-type receptor binding by ferret transmissible H5N1 with a K193T mutation,https://doi.org/10.1128/jvi.02016-17
2,10.1002/lsm.22930,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Epidermal growth factor receptor (EGFR) density may not be the only determinant for the efficacy of EGFR-targeted photoimmunotherapy in human head and neck cancer cell lines,https://doi.org/10.1002/lsm.22930
2,10.1080/1028415x.2017.1294555,crossref,oa repository (via OAI-PMH title and first author match),https://dspace.library.uu.nl/bitstream/1874/358515/1/Gut_brain_and_brain_gut_axis_in_Parkinson_s_disease_models_Effects_of_a_uridine_and_fish_oil_diet.pdf,FALSE,TRUE,TRUE,cc-by-nc-nd,green,Gut–brain and brain–gut axis in Parkinson's disease models: Effects of a uridine and fish oil diet,https://doi.org/10.1080/1028415x.2017.1294555
2,10.3920/bm2017.0202,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Gut bacterial composition in a mouse model of Parkinson’s disease,https://doi.org/10.3920/bm2017.0202
2,10.3389/fnagi.2018.00237,crossref,open (via page says license),https://www.frontiersin.org/articles/10.3389/fnagi.2018.00237/pdf,TRUE,TRUE,FALSE,cc-by,bronze,Additive Effects of Levodopa and a Neurorestorative Diet in a Mouse Model of Parkinson’s Disease,https://doi.org/10.3389/fnagi.2018.00237
2,10.1002/mnfr.201800341,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Glycation of the Major Milk Allergen β-Lactoglobulin Changes its Allergenicity by Alterations in Cellular Uptake and Degradation,https://doi.org/10.1002/mnfr.201800341
2,10.1016/j.fgb.2017.12.004,crossref,open (via crossref license),https://doi.org/10.1016/j.fgb.2017.12.004,FALSE,TRUE,TRUE,cc-by-nc-nd,bronze,The physiology of Agaricus bisporus in semi-commercial compost cultivation appears to be highly conserved among unrelated isolates,https://doi.org/10.1016/j.fgb.2017.12.004
1,10.3389/fphar.2018.01243,crossref,oa journal (via doaj),https://doi.org/10.3389/fphar.2018.01243,TRUE,TRUE,FALSE,cc-by,gold,Drug Shortages From the Perspectives of Authorities and Pharmacy Practice in the Netherlands: An Observational Study,https://doi.org/10.3389/fphar.2018.01243
2,10.1038/nmeth.4580,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Widespread bacterial protein histidine phosphorylation revealed by mass spectrometry-based proteomics,https://doi.org/10.1038/nmeth.4580
2,10.1042/bcj20180431,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,The D' domain of von Willebrand factor requires the presence of the D3 domain for optimal factor VIII binding,https://doi.org/10.1042/bcj20180431
2,10.1002/pds.4440,crossref,open (via page says license),https://onlinelibrary.wiley.com/doi/pdf/10.1002/pds.4440,TRUE,TRUE,TRUE,cc-by,bronze,Assumptions made when preparing drug exposure data for analysis have an impact on results: An unreported step in pharmacoepidemiology studies,https://doi.org/10.1002/pds.4440
2,10.1007/s13346-018-0497-5,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Local sustained delivery of bupivacaine HCl from a new castor oil-based nanoemulsion system,https://doi.org/10.1007/s13346-018-0497-5
2,10.1111/imr.12629,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Non-IgE mediated mast cell activation,https://doi.org/10.1111/imr.12629
1,10.1016/j.trac.2018.09.007,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,The benefits of hybrid fragmentation methods for glycoproteomics,https://doi.org/10.1016/j.trac.2018.09.007
2,10.1016/j.jaci.2017.11.019,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,The neonatal window of opportunity – early priming for life,https://doi.org/10.1016/j.jaci.2017.11.019
2,10.1101/194845,crossref,open (via page says license),https://www.biorxiv.org/content/biorxiv/early/2017/09/27/194845.full.pdf,FALSE,TRUE,TRUE,cc-by-nd,bronze,A system-wide approach to monitor responses to synergistic BRAF and EGFR inhibition in colorectal cancer cells,https://doi.org/10.1101/194845
2,10.1097/sla.0000000000001981,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Letter in Response to “No Cytokine is an Island,https://doi.org/10.1097/sla.0000000000001981
2,10.1053/j.jvca.2017.12.051,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Systemic Inflammation after Transcatheter Aortic Valve Implantation: A Prospective Exploratory Study,https://doi.org/10.1053/j.jvca.2017.12.051
2,10.1016/j.ejphar.2018.03.017,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Bradykinin in asthma: modulation of airway inflammation and remodelling,https://doi.org/10.1016/j.ejphar.2018.03.017
2,10.3389/fmed.2017.00228,crossref,oa journal (via doaj),https://doi.org/10.3389/fmed.2017.00228,TRUE,TRUE,FALSE,cc-by,gold,Evidence Synthesis in Harm Assessment of Medicines Using the Example of Rosiglitazone and Myocardial Infarction,https://doi.org/10.3389/fmed.2017.00228
2,10.3389/fimmu.2018.01318,crossref,open (via page says license),https://www.frontiersin.org/articles/10.3389/fimmu.2018.01318/pdf,TRUE,TRUE,FALSE,cc-by,bronze,Preventive Effect of a Synbiotic Combination of Galacto- and Fructooligosaccharides Mixture With Bifidobacterium breve M-16V in a Model of Multiple Rotavirus Infections,https://doi.org/10.3389/fimmu.2018.01318
2,10.1016/j.ijpharm.2017.11.017,crossref,oa repository (via OAI-PMH doi match),https://brage.bibsys.no/xmlui/bitstream/11250/2493101/2/Ritsema%2betal%2bRelationship%2bbetween%2bpolarities%2bof%2bantibiotic%2band%2bpolymer%2bmatrix%2bon%2bnanoparticle%2bformulations%2bbased%2bon%2baliphatic%2bpolyesters.pdf,TRUE,TRUE,TRUE,cc-by,green,Relationship between polarities of antibiotic and polymer matrix on nanoparticle formulations based on aliphatic polyesters,https://doi.org/10.1016/j.ijpharm.2017.11.017
1,10.2217/fmb-2018-0194,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Antibiotic-nanomedicines: facing the challenge of effective treatment of antibiotic-resistant respiratory tract infections,https://doi.org/10.2217/fmb-2018-0194
2,10.1016/j.jchromb.2018.05.011,crossref,open (via crossref license),https://doi.org/10.1016/j.jchromb.2018.05.011,FALSE,TRUE,TRUE,cc-by-nc-nd,bronze,"Bioanalysis of ibrutinib, and its dihydrodiol- and glutathione cycle metabolites by liquid chromatography-tandem mass spectrometry",https://doi.org/10.1016/j.jchromb.2018.05.011
1,10.1186/s12992-018-0421-2,crossref,oa journal (via doaj),https://doi.org/10.1186/s12992-018-0421-2,TRUE,TRUE,FALSE,cc-by,gold,Expanding global access to essential medicines: investment priorities for sustainably strengthening medical product regulatory systems,https://doi.org/10.1186/s12992-018-0421-2
2,10.1016/j.cmi.2018.03.023,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Development of diagnostic prediction tools for bacteraemia caused by 3rd generation cephalosporin-resistant Enterobacteriaceae in suspected bacterial infections: a nested case-control study,https://doi.org/10.1016/j.cmi.2018.03.023
2,10.1016/j.ijpharm.2017.11.002,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Influence of cholesterol inclusion on the doxorubicin release characteristics of lysolipid-based thermosensitive liposomes,https://doi.org/10.1016/j.ijpharm.2017.11.002
2,10.1021/acsbiomaterials.8b00116,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,"Degradation, intra-articular biocompatibility, drug-release and bioactivity of tacrolimus-loaded poly(DL-lactide-PEG)-b-poly(L-lactide) multiblock copolymers based monospheres",https://doi.org/10.1021/acsbiomaterials.8b00116
2,10.1093/rheumatology/key155,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,OUP accepted manuscript,https://doi.org/10.1093/rheumatology/key155
2,10.1016/j.addr.2018.01.020,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,"Integrins in wound healing, fibrosis and tumor stroma: High potential targets for therapeutics and drug delivery",https://doi.org/10.1016/j.addr.2018.01.020
2,10.1016/j.canlet.2018.01.072,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Reprogramming tumor stroma using an endogenous lipid lipoxin A4 to treat pancreatic cancer,https://doi.org/10.1016/j.canlet.2018.01.072
2,10.1002/hup.2663,crossref,open (via page says license),https://onlinelibrary.wiley.com/doi/pdf/10.1002/hup.2663,FALSE,TRUE,TRUE,cc-by-nc,bronze,Why meta is better: A reply to Linden-Carmichael et al. (2018),https://doi.org/10.1002/hup.2663
2,10.1039/c8sm00686e,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Complex coacervation-based loading and tunable release of a cationic protein from monodisperse glycosaminoglycan microgels,https://doi.org/10.1039/c8sm00686e
2,10.1016/j.humimm.2017.10.009,crossref,oa repository (via OAI-PMH title and first author match),http://spiral.imperial.ac.uk/bitstream/10044/1/53368/8/Sarco-TB%20IHC%20paper%20accepted%20version%20IMA.pdf,FALSE,TRUE,TRUE,cc-by-nc-nd,green,Evidence for M2 macrophages in granulomas from pulmonary sarcoidosis: A new aspect of macrophage heterogeneity,https://doi.org/10.1016/j.humimm.2017.10.009
2,10.5688/ajpe6199,crossref,oa repository (via OAI-PMH title and first author match),http://europepmc.org/articles/pmc5869748?pdf=render,FALSE,TRUE,TRUE,NA,green,A Longitudinal Approach to Changes in the Motivation of Dutch Pharmacists in the Current Continuing Education System,https://doi.org/10.5688/ajpe6199
2,10.1093/glycob/cwy031,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,OUP accepted manuscript,https://doi.org/10.1093/glycob/cwy031
1,10.4049/jimmunol.1701351,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,A Novel Platform for Cancer Vaccines: Antigen-Selective Delivery to Splenic Marginal Zone B Cells via Repeated Injections of PEGylated Liposomes,https://doi.org/10.4049/jimmunol.1701351
2,10.1016/j.it.2017.10.005,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Mast Cells as Drivers of Disease and Therapeutic Targets,https://doi.org/10.1016/j.it.2017.10.005
2,10.1038/s41467-018-04227-3,crossref,oa journal (via doaj),https://doi.org/10.1038/s41467-018-04227-3,TRUE,TRUE,FALSE,cc-by,gold,Bacterial encapsulins as orthogonal compartments for mammalian cell engineering,https://doi.org/10.1038/s41467-018-04227-3
2,10.1080/15384101.2017.1404210,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,H4K20me2 distinguishes pre-replicative from post-replicative chromatin to appropriately direct DNA repair pathway choice by 53BP1-RIF1-MAD2L2,https://doi.org/10.1080/15384101.2017.1404210
2,10.1016/j.ejca.2018.06.036,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,The use of real-world data in cancer drug development,https://doi.org/10.1016/j.ejca.2018.06.036
2,10.1242/dmm.033100,crossref,open (via page says license),http://dmm.biologists.org/content/11/3/dmm033100.full.pdf,TRUE,TRUE,FALSE,cc-by,bronze,Metastasis in context: modeling the tumor microenvironment with cancer-on-a-chip approaches,https://doi.org/10.1242/dmm.033100
1,10.1080/17425247.2018.1547279,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Sonopermeation to improve drug delivery to tumors: from fundamental understanding to clinical translation,https://doi.org/10.1080/17425247.2018.1547279
2,10.1111/bjd.16720,crossref,open (via page says license),https://onlinelibrary.wiley.com/doi/pdf/10.1111/bjd.16720,FALSE,TRUE,TRUE,cc-by-nc,bronze,Individuals with filaggrin-related eczema and asthma have increased long-term medication and hospital admission costs,https://doi.org/10.1111/bjd.16720
2,10.1021/acs.langmuir.7b02852,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Instability mechanisms of water in oil nanoemulsions with phospholipids: temporal and morphological structures,https://doi.org/10.1021/acs.langmuir.7b02852
2,10.1038/s41581-018-0003-9,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Advances in predictive in vitro models of drug-induced nephrotoxicity,https://doi.org/10.1038/s41581-018-0003-9
2,10.1016/j.vascn.2017.12.001,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Evaluation of the suitability of a Sprague Dawley rat model to assess intravenous iron preparations,https://doi.org/10.1016/j.vascn.2017.12.001
2,10.1007/s11095-018-2348-y,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs11095-018-2348-y.pdf,TRUE,TRUE,TRUE,cc-by,bronze,The Use of Magnetic Resonance Imaging for Non-Invasive Assessment of Venofer® Biodistribution in Rats,https://doi.org/10.1007/s11095-018-2348-y
2,10.1016/j.jpba.2018.08.038,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,"Bioanalytical liquid chromatography-tandem mass spectrometric assay for the quantification of the ALK inhibitors alectinib, brigatinib and lorlatinib in plasma and mouse tissue homogenates",https://doi.org/10.1016/j.jpba.2018.08.038
1,10.1016/j.jchromb.2018.10.023,crossref,open (via crossref license),https://doi.org/10.1016/j.jchromb.2018.10.023,FALSE,TRUE,TRUE,cc-by-nc-nd,bronze,Quantitative bioanalytical assay for the tropomyosin receptor kinase inhibitor larotrectinib in mouse plasma and tissue homogenates using liquid chromatography-tandem mass spectrometry,https://doi.org/10.1016/j.jchromb.2018.10.023
2,10.1016/j.jchromb.2018.03.014,crossref,open (via crossref license),https://doi.org/10.1016/j.jchromb.2018.03.014,TRUE,TRUE,TRUE,cc-by,bronze,Bioanalytical assay for the quantification of the ALK inhibitor lorlatinib in mouse plasma using liquid chromatography-tandem mass spectrometry,https://doi.org/10.1016/j.jchromb.2018.03.014
2,10.1016/j.ijcard.2017.10.080,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Cost-effectiveness of PCSK9 inhibition in addition to standard lipid-lowering therapy in patients at high risk for vascular disease,https://doi.org/10.1016/j.ijcard.2017.10.080
1,10.1016/s0140-6736(18)32225-6,crossref,open (via crossref license),https://doi.org/10.1016/s0140-6736(18)32225-6,TRUE,TRUE,TRUE,cc-by,bronze,"Global, regional, and national comparative risk assessment of 84 behavioural, environmental and occupational, and metabolic risks or clusters of risks for 195 countries and territories, 1990–2017: a systematic analysis for the Global Burden of Disease Study 2017",https://doi.org/10.1016/s0140-6736(18)32225-6
2,10.1136/bmjopen-2017-020686,crossref,open (via page says license),http://bmjopen.bmj.com/content/8/5/e020686.full.pdf,FALSE,TRUE,FALSE,cc-by-nc,bronze,Identifying Children with HEreditary Coagulation disorders (iCHEC): a protocol for a prospective cohort study,https://doi.org/10.1136/bmjopen-2017-020686
2,10.1160/th17-09-0676,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Chemical Footprinting Reveals Conformational Changes Following Activation of Factor XI,https://doi.org/10.1160/th17-09-0676
2,10.1016/j.celrep.2018.06.071,crossref,oa journal (via doaj),https://doi.org/10.1016/j.celrep.2018.06.071,FALSE,TRUE,FALSE,cc-by-nc-nd,gold,Regulation of KIF1A-Driven Dense Core Vesicle Transport: Ca 2+ /CaM Controls DCV Binding and Liprin-α/TANC2 Recruits DCVs to Postsynaptic Sites,https://doi.org/10.1016/j.celrep.2018.06.071
2,10.1200/jco.2017.73.6785,crossref,oa repository (via OAI-PMH doi match),http://europepmc.org/articles/pmc5791845?pdf=render,FALSE,TRUE,TRUE,NA,green,Dabrafenib and Trametinib Treatment in Patients With Locally Advanced or Metastatic BRAF V600–Mutant Anaplastic Thyroid Cancer,https://doi.org/10.1200/jco.2017.73.6785
2,10.1002/cbic.201700586,crossref,open (via page says license),https://onlinelibrary.wiley.com/doi/pdf/10.1002/cbic.201700586,TRUE,TRUE,TRUE,cc-by,bronze,Enhanced permeability and binding activity of isobutylene-grafted peptides,https://doi.org/10.1002/cbic.201700586
2,10.1016/j.colsurfb.2018.06.049,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Mixed micellar system stabilized with saponins for oral delivery of vitamin K,https://doi.org/10.1016/j.colsurfb.2018.06.049
2,10.1021/acs.molpharmaceut.8b00258,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Influence of PEGylation of vitamin-K-loaded mixed micelles on the uptake by and transport through Caco-2 cells,https://doi.org/10.1021/acs.molpharmaceut.8b00258
2,10.1002/cbic.201700424,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Synthesis and Immunological Evaluation of a Multicomponent Cancer Vaccine Candidate Containing a Long MUC1 Glycopeptide,https://doi.org/10.1002/cbic.201700424
2,10.1208/s12248-018-0245-2,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1208%2Fs12248-018-0245-2.pdf,TRUE,TRUE,TRUE,cc-by,bronze,Combining Extracellular miRNA Determination with Microfluidic 3D Cell Cultures for the Assessment of Nephrotoxicity: a Proof of Concept Study,https://doi.org/10.1208/s12248-018-0245-2
2,10.1038/nchembio.2509,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,PatB1 is an O-acetyltransferase that decorates secondary cell wall polysaccharides,https://doi.org/10.1038/nchembio.2509
2,10.1021/acs.biochem.8b00060,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Molecular basis for the attachment of S-layer proteins to the cell wall of Bacillus anthracis,https://doi.org/10.1021/acs.biochem.8b00060
2,10.1186/s12950-018-0182-y,crossref,open (via page says license),https://journal-inflammation.biomedcentral.com/track/pdf/10.1186/s12950-018-0182-y,TRUE,TRUE,FALSE,cc-by,bronze,"Zymosan attenuates melanoma growth progression, increases splenocyte proliferation and induces TLR-2/4 and TNF-α expression in mice",https://doi.org/10.1186/s12950-018-0182-y
2,10.1186/s12872-018-0858-5,crossref,open (via page says license),https://bmccardiovascdisord.biomedcentral.com/track/pdf/10.1186/s12872-018-0858-5,TRUE,TRUE,FALSE,cc-by,bronze,Selection of essential medicines for the prevention and treatment of cardiovascular diseases in low and middle income countries,https://doi.org/10.1186/s12872-018-0858-5
2,10.1039/c8md00342d,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,β-lactam/β-lactamase inhibitor combinations: an update,https://doi.org/10.1039/c8md00342d
1,10.1016/j.omtm.2018.10.003,crossref,oa journal (via doaj),https://doi.org/10.1016/j.omtm.2018.10.003,FALSE,TRUE,FALSE,cc-by-nc-nd,gold,Challenges in Advanced Therapy Medicinal Products Development: A survey amongst companies in Europe,https://doi.org/10.1016/j.omtm.2018.10.003
2,10.1002/marc.201700086,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Photoresponsive Passive Micromixers Based on Spiropyran Size-Tunable Hydrogels,https://doi.org/10.1002/marc.201700086
2,10.1016/j.socscimed.2018.06.005,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,The impact of ethnic density on dispensing of antipsychotic and antidepressant medication among immigrants in the Netherlands,https://doi.org/10.1016/j.socscimed.2018.06.005
2,10.1016/j.jconrel.2018.05.002,crossref,NA,NA,FALSE,FALSE,TRUE,NA,NA,Histidine-rich glycoprotein-induced vascular normalization improves EPR-mediated drug targeting to and into tumors,https://doi.org/10.1016/j.jconrel.2018.05.002
1,10.1080/20013078.2018.1535750,crossref,oa journal (via doaj),https://doi.org/10.1080/20013078.2018.1535750,FALSE,TRUE,FALSE,cc-by-nc,gold,Minimal information for studies of extracellular vesicles 2018 (MISEV2018): a position statement of the International Society for Extracellular Vesicles and update of the MISEV2014 guidelines,https://doi.org/10.1080/20013078.2018.1535750
2,10.1007/s10459-018-9812-7,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs10459-018-9812-7.pdf,TRUE,TRUE,TRUE,cc-by,bronze,How basic psychological needs and motivation affect vitality and lifelong learning adaptability of pharmacists: a structural equation model,https://doi.org/10.1007/s10459-018-9812-7
2,10.2147/ppa.s170134,crossref,open (via page says license),https://www.dovepress.com/getfile.php?fileID=43756,FALSE,TRUE,FALSE,cc-by-nc,bronze,"Effect of different methods for estimating persistence and adherence to new glucose-lowering drugs: results of an observational, inception cohort study in Portugal",https://doi.org/10.2147/ppa.s170134
